clip_id,frame,time_sec,track_id,source_track_id,class_name,team,x,y,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,x_norm,y_norm,zone,calibration_id,calibration_status,calibration_confidence,track_quality,notes
video_836,126,2.11028,robot_bt_02,robot_bt_02,robot,neutral,241.29703903198242,1452.810302734375,77.04827117919922,1242.7733154296875,405.5458068847656,1662.8472900390625,0.6953125,0.177424,0.803546,unknown,none,uncalibrated,0.0,usable,
video_836,126,2.11028,robot_bt_03,robot_bt_03,robot,neutral,807.1163024902344,778.7751770019531,748.3545532226562,696.0589599609375,865.8780517578125,861.4913940429688,0.6484375,0.593468,0.430738,unknown,none,uncalibrated,0.0,usable,
video_836,127,2.127028,ball_bt_01,ball_bt_01,ball,neutral,1113.697998046875,736.6522216796875,1099.3634033203125,723.2384643554688,1128.0325927734375,750.0659790039062,0.76953125,0.818896,0.40744,unknown,none,uncalibrated,0.0,usable,
video_836,127,2.127028,robot_bt_01,robot_bt_01,robot,neutral,938.3312377929688,780.4968872070312,874.7600708007812,686.8751220703125,1001.9024047851562,874.11865234375,0.7890625,0.689949,0.431691,unknown,none,uncalibrated,0.0,usable,
video_836,127,2.127028,robot_bt_02,robot_bt_02,robot,neutral,242.47422409057617,1443.6580810546875,79.89745330810547,1235.6986083984375,405.0509948730469,1651.6175537109375,0.82421875,0.17829,0.798483,unknown,none,uncalibrated,0.0,usable,
video_836,127,2.127028,robot_bt_03,robot_bt_03,robot,neutral,814.8349914550781,777.3562927246094,755.1512451171875,695.2190551757812,874.5187377929688,859.4935302734375,0.7578125,0.599143,0.429954,unknown,none,uncalibrated,0.0,usable,
video_836,128,2.143776,ball_bt_01,ball_bt_01,ball,neutral,1117.28173828125,732.9580688476562,1103.6363525390625,718.8740234375,1130.9271240234375,747.0421142578125,0.77734375,0.821531,0.405397,unknown,none,uncalibrated,0.0,usable,
video_836,128,2.143776,robot_bt_01,robot_bt_01,robot,neutral,939.7449951171875,779.9006652832031,875.7076416015625,685.7128295898438,1003.7823486328125,874.0885009765625,0.75,0.690989,0.431361,unknown,none,uncalibrated,0.0,usable,
video_836,128,2.143776,robot_bt_02,robot_bt_02,robot,neutral,244.75180053710938,1435.5393676757812,83.72308349609375,1227.2237548828125,405.780517578125,1643.85498046875,0.7734375,0.179965,0.793993,unknown,none,uncalibrated,0.0,usable,
video_836,128,2.143776,robot_bt_03,robot_bt_03,robot,neutral,817.814208984375,774.9780578613281,758.041259765625,692.8695678710938,877.587158203125,857.0865478515625,0.70703125,0.601334,0.428638,unknown,none,uncalibrated,0.0,usable,
video_836,129,2.160524,ball_bt_01,ball_bt_01,ball,neutral,1120.8607177734375,732.5663146972656,1106.53515625,718.877197265625,1135.186279296875,746.2554321289062,0.72265625,0.824162,0.40518,unknown,none,uncalibrated,0.0,usable,
video_836,129,2.160524,robot_bt_01,robot_bt_01,robot,neutral,942.7587890625,785.6974182128906,878.673583984375,697.6117553710938,1006.843994140625,873.7830810546875,0.71875,0.693205,0.434567,unknown,none,uncalibrated,0.0,usable,
video_836,129,2.160524,robot_bt_02,robot_bt_02,robot,neutral,244.41825103759766,1422.3043212890625,85.13395690917969,1218.1566162109375,403.7025451660156,1626.4520263671875,0.78515625,0.179719,0.786673,unknown,none,uncalibrated,0.0,usable,
video_836,129,2.160524,robot_bt_03,robot_bt_03,robot,neutral,820.7633972167969,772.8494262695312,761.632568359375,691.2305297851562,879.8942260742188,854.4683227539062,0.71484375,0.603502,0.427461,unknown,none,uncalibrated,0.0,usable,
video_836,130,2.177273,ball_bt_01,ball_bt_01,ball,neutral,1122.9074096679688,731.5845642089844,1109.12646484375,717.69287109375,1136.6883544921875,745.4762573242188,0.77734375,0.825667,0.404637,unknown,none,uncalibrated,0.0,usable,
video_836,130,2.177273,robot_bt_01,robot_bt_01,robot,neutral,947.1405334472656,781.4886474609375,880.9710693359375,688.7802124023438,1013.3099975585938,874.1970825195312,0.77734375,0.696427,0.432239,unknown,none,uncalibrated,0.0,usable,
video_836,130,2.177273,robot_bt_02,robot_bt_02,robot,neutral,245.5180435180664,1415.639404296875,87.42155456542969,1211.408447265625,403.6145324707031,1619.870361328125,0.80078125,0.180528,0.782986,unknown,none,uncalibrated,0.0,usable,
video_836,130,2.177273,robot_bt_03,robot_bt_03,robot,neutral,823.068603515625,771.4913024902344,764.0604248046875,690.2474975585938,882.0767822265625,852.735107421875,0.76953125,0.605198,0.42671,unknown,none,uncalibrated,0.0,usable,
video_836,131,2.194021,ball_bt_01,ball_bt_01,ball,neutral,1125.6339111328125,730.8172302246094,1110.909423828125,716.9701538085938,1140.3583984375,744.664306640625,0.66015625,0.827672,0.404213,unknown,none,uncalibrated,0.0,usable,
video_836,131,2.194021,robot_bt_01,robot_bt_01,robot,neutral,950.3301696777344,779.2289123535156,883.07275390625,685.3142700195312,1017.5875854492188,873.1435546875,0.78125,0.698772,0.430989,unknown,none,uncalibrated,0.0,usable,
video_836,131,2.194021,robot_bt_02,robot_bt_02,robot,neutral,246.01121520996094,1411.5353393554688,89.64227294921875,1207.9959716796875,402.3801574707031,1615.07470703125,0.7890625,0.180891,0.780716,unknown,none,uncalibrated,0.0,usable,
video_836,131,2.194021,robot_bt_03,robot_bt_03,robot,neutral,825.3939514160156,769.9888610839844,767.3048706054688,689.3721313476562,883.4830322265625,850.6055908203125,0.75,0.606907,0.425879,unknown,none,uncalibrated,0.0,usable,
video_836,132,2.210769,ball_bt_01,ball_bt_01,ball,neutral,1129.2657470703125,730.5196838378906,1114.6793212890625,716.9674682617188,1143.8521728515625,744.0718994140625,0.5546875,0.830342,0.404048,unknown,none,uncalibrated,0.0,usable,
video_836,132,2.210769,robot_bt_01,robot_bt_01,robot,neutral,951.5560913085938,779.4176025390625,884.5451049804688,685.4127197265625,1018.5670776367188,873.4224853515625,0.8125,0.699674,0.431094,unknown,none,uncalibrated,0.0,usable,
video_836,132,2.210769,robot_bt_02,robot_bt_02,robot,neutral,247.20428466796875,1407.8728637695312,90.97952270507812,1204.963134765625,403.4290466308594,1610.7825927734375,0.84765625,0.181768,0.778691,unknown,none,uncalibrated,0.0,usable,
video_836,132,2.210769,robot_bt_03,robot_bt_03,robot,neutral,828.942626953125,766.8550415039062,771.606689453125,686.6343383789062,886.278564453125,847.0757446289062,0.80859375,0.609517,0.424145,unknown,none,uncalibrated,0.0,usable,
video_836,133,2.227517,ball_bt_01,ball_bt_01,ball,neutral,1132.5349731445312,728.8615417480469,1117.980712890625,715.592041015625,1147.0892333984375,742.1310424804688,0.66796875,0.832746,0.403131,unknown,none,uncalibrated,0.0,usable,
video_836,133,2.227517,robot_bt_01,robot_bt_01,robot,neutral,952.8672790527344,779.179443359375,886.300048828125,685.3729858398438,1019.4345092773438,872.9859008789062,0.78125,0.700638,0.430962,unknown,none,uncalibrated,0.0,usable,
video_836,133,2.227517,robot_bt_02,robot_bt_02,robot,neutral,248.9748191833496,1400.0869140625,94.2160873413086,1197.48681640625,403.7335510253906,1602.68701171875,0.796875,0.18307,0.774384,unknown,none,uncalibrated,0.0,usable,
video_836,133,2.227517,robot_bt_03,robot_bt_03,robot,neutral,831.5733032226562,764.6321716308594,773.6669921875,684.3275146484375,889.4796142578125,844.9368286132812,0.75390625,0.611451,0.422916,unknown,none,uncalibrated,0.0,usable,
video_836,134,2.244266,ball_bt_01,ball_bt_01,ball,neutral,1135.8711547851562,727.7343139648438,1120.407470703125,714.0760498046875,1151.3348388671875,741.392578125,0.63671875,0.835199,0.402508,unknown,none,uncalibrated,0.0,usable,
video_836,134,2.244266,robot_bt_01,robot_bt_01,robot,neutral,952.971923828125,779.4032287597656,887.129150390625,686.1150512695312,1018.814697265625,872.69140625,0.77734375,0.700715,0.431086,unknown,none,uncalibrated,0.0,usable,
video_836,134,2.244266,robot_bt_02,robot_bt_02,robot,neutral,249.1089210510254,1393.8081665039062,95.2347183227539,1194.8980712890625,402.9831237792969,1592.71826171875,0.796875,0.183168,0.770912,unknown,none,uncalibrated,0.0,usable,
video_836,134,2.244266,robot_bt_03,robot_bt_03,robot,neutral,835.3300476074219,762.3747253417969,777.6436767578125,682.7259521484375,893.0164184570312,842.0234985351562,0.74609375,0.614213,0.421667,unknown,none,uncalibrated,0.0,usable,
video_836,135,2.261014,robot_bt_01,robot_bt_01,robot,neutral,953.2783203125,778.8313293457031,888.5465698242188,685.9012451171875,1018.0100708007812,871.7614135742188,0.8203125,0.70094,0.43077,unknown,none,uncalibrated,0.0,usable,
video_836,135,2.261014,robot_bt_02,robot_bt_02,robot,neutral,249.1659927368164,1390.2753295898438,94.82768249511719,1189.90771484375,403.5043029785156,1590.6429443359375,0.82421875,0.18321,0.768958,unknown,none,uncalibrated,0.0,usable,
video_836,135,2.261014,robot_bt_03,robot_bt_03,robot,neutral,838.6264038085938,759.6331176757812,782.6984252929688,680.3363037109375,894.5543823242188,838.929931640625,0.78125,0.616637,0.420151,unknown,none,uncalibrated,0.0,usable,
video_836,136,2.277762,ball_bt_01,ball_bt_01,ball,neutral,1135.4801025390625,727.0473327636719,1120.7762451171875,713.2920532226562,1150.1839599609375,740.8026123046875,0.5703125,0.834912,0.402128,unknown,none,uncalibrated,0.0,usable,
video_836,136,2.277762,robot_bt_01,robot_bt_01,robot,neutral,952.4339294433594,777.9974975585938,887.066650390625,684.5237426757812,1017.8012084960938,871.4712524414062,0.84765625,0.700319,0.430308,unknown,none,uncalibrated,0.0,usable,
video_836,136,2.277762,robot_bt_02,robot_bt_02,robot,neutral,247.82068252563477,1381.4274291992188,93.84610748291016,1184.9073486328125,401.7952575683594,1577.947509765625,0.8515625,0.182221,0.764064,unknown,none,uncalibrated,0.0,usable,
video_836,136,2.277762,robot_bt_03,robot_bt_03,robot,neutral,842.6674194335938,757.081298828125,786.709228515625,678.7344360351562,898.6256103515625,835.4281616210938,0.8203125,0.619608,0.41874,unknown,none,uncalibrated,0.0,usable,
video_836,137,2.29451,ball_bt_01,ball_bt_01,ball,neutral,1134.0463256835938,727.9427490234375,1119.0296630859375,714.3583374023438,1149.06298828125,741.5271606445312,0.71875,0.833858,0.402623,unknown,none,uncalibrated,0.0,usable,
video_836,137,2.29451,robot_bt_01,robot_bt_01,robot,neutral,952.1217346191406,777.3793029785156,885.489013671875,684.1697387695312,1018.7544555664062,870.5888671875,0.8125,0.70009,0.429966,unknown,none,uncalibrated,0.0,usable,
video_836,137,2.29451,robot_bt_02,robot_bt_02,robot,neutral,248.18194198608398,1376.2635498046875,94.12996673583984,1181.502197265625,402.2339172363281,1571.02490234375,0.82421875,0.182487,0.761208,unknown,none,uncalibrated,0.0,usable,
video_836,137,2.29451,robot_bt_03,robot_bt_03,robot,neutral,845.1600952148438,755.5227661132812,791.6674194335938,677.85693359375,898.6527709960938,833.1885986328125,0.77734375,0.621441,0.417878,unknown,none,uncalibrated,0.0,usable,
video_836,138,2.311259,ball_bt_01,ball_bt_01,ball,neutral,1133.1363525390625,728.0982055664062,1118.442138671875,714.551025390625,1147.83056640625,741.6453857421875,0.7421875,0.833188,0.402709,unknown,none,uncalibrated,0.0,usable,
video_836,138,2.311259,robot_bt_01,robot_bt_01,robot,neutral,952.077880859375,776.67919921875,885.5563354492188,683.7649536132812,1018.5994262695312,869.5934448242188,0.8515625,0.700057,0.429579,unknown,none,uncalibrated,0.0,usable,
video_836,138,2.311259,robot_bt_02,robot_bt_02,robot,neutral,247.2976837158203,1376.67041015625,93.40463256835938,1177.5623779296875,401.19073486328125,1575.7784423828125,0.859375,0.181837,0.761433,unknown,none,uncalibrated,0.0,usable,
video_836,138,2.311259,robot_bt_03,robot_bt_03,robot,neutral,848.1087951660156,754.1719360351562,795.24853515625,678.3168334960938,900.9690551757812,830.0270385742188,0.8359375,0.623609,0.41713,unknown,none,uncalibrated,0.0,usable,
video_836,139,2.328007,ball_bt_01,ball_bt_01,ball,neutral,1132.1961059570312,728.3632507324219,1117.888671875,715.0006713867188,1146.5035400390625,741.725830078125,0.734375,0.832497,0.402856,unknown,none,uncalibrated,0.0,usable,
video_836,139,2.328007,robot_bt_01,robot_bt_01,robot,neutral,953.2038269042969,775.92724609375,887.4583129882812,682.9083251953125,1018.9493408203125,868.9461669921875,0.859375,0.700885,0.429163,unknown,none,uncalibrated,0.0,usable,
video_836,139,2.328007,robot_bt_02,robot_bt_02,robot,neutral,245.78766250610352,1372.2261352539062,92.73929595947266,1176.8675537109375,398.8360290527344,1567.584716796875,0.87890625,0.180726,0.758975,unknown,none,uncalibrated,0.0,usable,
video_836,139,2.328007,robot_bt_03,robot_bt_03,robot,neutral,850.2043762207031,752.2906494140625,800.7263793945312,677.2069091796875,899.682373046875,827.3743896484375,0.828125,0.62515,0.41609,unknown,none,uncalibrated,0.0,usable,
video_836,140,2.344755,ball_bt_01,ball_bt_01,ball,neutral,1130.9144897460938,728.3993530273438,1116.715576171875,715.0775146484375,1145.1134033203125,741.72119140625,0.73828125,0.831555,0.402876,unknown,none,uncalibrated,0.0,usable,
video_836,140,2.344755,robot_bt_01,robot_bt_01,robot,neutral,953.7797241210938,775.3822326660156,888.2369384765625,682.4810791015625,1019.322509765625,868.2833862304688,0.84765625,0.701309,0.428862,unknown,none,uncalibrated,0.0,usable,
video_836,140,2.344755,robot_bt_02,robot_bt_02,robot,neutral,245.5395851135254,1372.7665405273438,92.71866607666016,1173.4193115234375,398.3605041503906,1572.11376953125,0.84765625,0.180544,0.759274,unknown,none,uncalibrated,0.0,usable,
video_836,140,2.344755,robot_bt_03,robot_bt_03,robot,neutral,860.4871215820312,750.1021118164062,806.9917602539062,676.25439453125,913.9824829101562,823.9498291015625,0.81640625,0.632711,0.414879,unknown,none,uncalibrated,0.0,usable,
video_836,141,2.361503,ball_bt_01,ball_bt_01,ball,neutral,1130.359375,728.6540222167969,1116.6016845703125,715.4236450195312,1144.1170654296875,741.8843994140625,0.71484375,0.831147,0.403017,unknown,none,uncalibrated,0.0,usable,
video_836,141,2.361503,robot_bt_01,robot_bt_01,robot,neutral,953.9387512207031,774.9841003417969,887.8396606445312,682.469482421875,1020.037841796875,867.4987182617188,0.81640625,0.701426,0.428642,unknown,none,uncalibrated,0.0,usable,
video_836,141,2.361503,robot_bt_03,robot_bt_03,robot,neutral,864.8960876464844,747.6430358886719,812.2212524414062,673.8981323242188,917.5709228515625,821.387939453125,0.78125,0.635953,0.413519,unknown,none,uncalibrated,0.0,usable,
video_836,141,2.361503,robot_bt_02,robot_bt_02,robot,neutral,244.5708465576172,1367.527099609375,91.79278564453125,1171.7657470703125,397.3489074707031,1563.2884521484375,0.84765625,0.179832,0.756376,unknown,none,uncalibrated,0.0,usable,
video_836,142,2.378252,ball_bt_01,ball_bt_01,ball,neutral,1129.2276000976562,728.8644104003906,1115.4346923828125,715.8717651367188,1143.0205078125,741.8570556640625,0.65625,0.830314,0.403133,unknown,none,uncalibrated,0.0,usable,
video_836,142,2.378252,robot_bt_01,robot_bt_01,robot,neutral,954.3154296875,774.4970092773438,887.310302734375,681.7861328125,1021.320556640625,867.2078857421875,0.78125,0.701703,0.428372,unknown,none,uncalibrated,0.0,usable,
video_836,142,2.378252,robot_bt_03,robot_bt_03,robot,neutral,870.3460693359375,745.6573791503906,817.6865234375,672.7603759765625,923.005615234375,818.5543823242188,0.74609375,0.63996,0.412421,unknown,none,uncalibrated,0.0,usable,
video_836,142,2.378252,robot_bt_02,robot_bt_02,robot,neutral,245.12079238891602,1369.5532836914062,92.7021255493164,1173.8529052734375,397.5394592285156,1565.253662109375,0.84765625,0.180236,0.757496,unknown,none,uncalibrated,0.0,usable,
video_836,143,2.395,ball_bt_01,ball_bt_01,ball,neutral,1128.8281860351562,728.8740234375,1115.27783203125,715.8922119140625,1142.3785400390625,741.8558349609375,0.71875,0.830021,0.403138,unknown,none,uncalibrated,0.0,usable,
video_836,143,2.395,robot_bt_01,robot_bt_01,robot,neutral,923.0105590820312,770.8100280761719,824.7041015625,675.9788818359375,1021.3170166015625,865.6411743164062,0.63671875,0.678684,0.426333,unknown,none,uncalibrated,0.0,usable,
video_836,143,2.395,robot_bt_02,robot_bt_02,robot,neutral,246.25999450683594,1370.8768310546875,94.43972778320312,1173.532470703125,398.08026123046875,1568.22119140625,0.734375,0.181074,0.758228,unknown,none,uncalibrated,0.0,usable,
video_836,144,2.411748,ball_bt_01,ball_bt_01,ball,neutral,1127.8201904296875,729.2013244628906,1113.8963623046875,715.9901733398438,1141.7440185546875,742.4124755859375,0.6953125,0.82928,0.403319,unknown,none,uncalibrated,0.0,usable,
video_836,144,2.411748,robot_bt_03,robot_bt_03,robot,neutral,868.2437133789062,739.3294067382812,829.5459594726562,667.2454223632812,906.9414672851562,811.4133911132812,0.51171875,0.638414,0.408921,unknown,none,uncalibrated,0.0,usable,
video_836,144,2.411748,robot_bt_01,robot_bt_01,robot,neutral,956.5068054199219,774.03515625,890.5423583984375,683.3294677734375,1022.4712524414062,864.7408447265625,0.55859375,0.703314,0.428117,unknown,none,uncalibrated,0.0,usable,
video_836,144,2.411748,robot_bt_02,robot_bt_02,robot,neutral,246.57403564453125,1369.3619995117188,94.78207397460938,1174.446044921875,398.3659973144531,1564.2779541015625,0.6875,0.181304,0.75739,unknown,none,uncalibrated,0.0,usable,
video_836,145,2.428497,ball_bt_01,ball_bt_01,ball,neutral,1127.1937866210938,729.0537414550781,1112.9542236328125,715.3942260742188,1141.433349609375,742.7132568359375,0.62890625,0.828819,0.403238,unknown,none,uncalibrated,0.0,usable,
video_836,145,2.428497,robot_bt_01,robot_bt_01,robot,neutral,930.3724975585938,767.0362548828125,837.304443359375,669.166015625,1023.4405517578125,864.906494140625,0.65234375,0.684097,0.424246,unknown,none,uncalibrated,0.0,usable,
video_836,145,2.428497,robot_bt_02,robot_bt_02,robot,neutral,247.4407615661621,1369.8023681640625,95.4764633178711,1173.5693359375,399.4050598144531,1566.035400390625,0.73828125,0.181942,0.757634,unknown,none,uncalibrated,0.0,usable,
video_836,146,2.445245,ball_bt_01,ball_bt_01,ball,neutral,1126.3076782226562,729.1451110839844,1112.4246826171875,715.9163818359375,1140.190673828125,742.3738403320312,0.671875,0.828167,0.403288,unknown,none,uncalibrated,0.0,usable,
video_836,146,2.445245,robot_bt_01,robot_bt_01,robot,neutral,934.0027160644531,767.781494140625,843.6061401367188,671.9420776367188,1024.3992919921875,863.6209106445312,0.59375,0.686767,0.424658,unknown,none,uncalibrated,0.0,usable,
video_836,146,2.445245,robot_bt_02,robot_bt_02,robot,neutral,249.4701271057129,1371.3087158203125,97.91800689697266,1175.9136962890625,401.0222473144531,1566.7037353515625,0.6953125,0.183434,0.758467,unknown,none,uncalibrated,0.0,usable,
video_836,147,2.461993,robot_bt_01,robot_bt_01,robot,neutral,936.9966430664062,762.9317932128906,849.958251953125,663.4808959960938,1024.0350341796875,862.3826904296875,0.66796875,0.688968,0.421976,unknown,none,uncalibrated,0.0,usable,
video_836,147,2.461993,robot_bt_02,robot_bt_02,robot,neutral,253.18495178222656,1373.2610473632812,102.57110595703125,1176.9569091796875,403.7987976074219,1569.565185546875,0.75390625,0.186165,0.759547,unknown,none,uncalibrated,0.0,usable,
video_836,148,2.478741,ball_bt_01,ball_bt_01,ball,neutral,1124.7950439453125,728.5297546386719,1111.278076171875,715.2232055664062,1138.31201171875,741.8363037109375,0.6875,0.827055,0.402948,unknown,none,uncalibrated,0.0,usable,
video_836,148,2.478741,robot_bt_01,robot_bt_01,robot,neutral,940.9002990722656,761.7746276855469,856.3397827148438,662.830322265625,1025.4608154296875,860.7189331054688,0.6796875,0.691838,0.421336,unknown,none,uncalibrated,0.0,usable,
video_836,148,2.478741,robot_bt_02,robot_bt_02,robot,neutral,256.2466735839844,1375.86865234375,105.1895751953125,1180.81201171875,407.30377197265625,1570.92529296875,0.75390625,0.188417,0.760989,unknown,none,uncalibrated,0.0,usable,
video_836,149,2.49549,ball_bt_01,ball_bt_01,ball,neutral,1124.301513671875,728.0454711914062,1110.5413818359375,714.4529418945312,1138.0616455078125,741.6380004882812,0.71484375,0.826692,0.40268,unknown,none,uncalibrated,0.0,usable,
video_836,149,2.49549,robot_bt_01,robot_bt_01,robot,neutral,945.1243591308594,761.4458312988281,863.8175659179688,664.2673950195312,1026.43115234375,858.624267578125,0.54296875,0.694944,0.421154,unknown,none,uncalibrated,0.0,usable,
video_836,149,2.49549,robot_bt_02,robot_bt_02,robot,neutral,260.99922943115234,1380.5824584960938,109.64173889160156,1184.35205078125,412.3567199707031,1576.8128662109375,0.78125,0.191911,0.763596,unknown,none,uncalibrated,0.0,usable,
video_836,150,2.512238,ball_bt_01,ball_bt_01,ball,neutral,1123.7625122070312,727.9704895019531,1110.1683349609375,714.2025146484375,1137.356689453125,741.7384643554688,0.703125,0.826296,0.402639,unknown,none,uncalibrated,0.0,usable,
video_836,150,2.512238,robot_bt_01,robot_bt_01,robot,neutral,949.7267761230469,760.5466918945312,871.9461059570312,664.14990234375,1027.5074462890625,856.9434814453125,0.76171875,0.698329,0.420656,unknown,none,uncalibrated,0.0,usable,
video_836,150,2.512238,robot_bt_02,robot_bt_02,robot,neutral,263.6505317687988,1381.7884521484375,111.94364166259766,1185.15576171875,415.357421875,1578.421142578125,0.828125,0.193861,0.764264,unknown,none,uncalibrated,0.0,usable,
